controller,seed,L,V,unsafe_duration,impulse_shortfall,failure,max_p,max_a,max_h,max_abs_phi,min_m,final_I,C_U,C_R
no_control,1053,0.23808577236726336,0.0012190577236726337,0.26916666666666655,0.0,1,0.8907690328657994,0.5528024241677134,1.1225920018333906,0.0019131227502642554,0.9402152709502479,1.2591166004103986,0.5809,3.1201026523301475e-28
no_control,1054,0.677765593893743,0.005615855938937431,0.5924999999999999,0.0,1,0.8904208047214013,0.31737940807065573,1.1419872590971927,0.0017659210431430182,0.9402152709502479,1.2628537232757964,0.5809,3.1201026523301475e-28
no_control,1055,0.11696707192136983,7.870719213698265e-06,0.054166666666666585,0.0,1,0.890680057468893,0.4812500646749964,1.0211627467020246,0.0019398465053818796,0.9402152709502479,1.2603351988724458,0.5809,3.1201026523301475e-28
no_control,1056,0.11633900287969064,1.590028796906277e-06,0.030833333333333268,0.0,1,0.8908031845957632,0.5070584393895228,1.012628899548894,0.0022854823632849435,0.9402152709502479,1.2582139558638885,0.5809,3.1201026523301475e-28
no_control,1057,0.17703198285968708,0.0006085198285968708,0.36583333333333323,0.0,1,0.8905161198727666,0.3886969155400032,1.071427637880055,0.002234781349551481,0.9402152709502479,1.2652179341820573,0.5809,3.1201026523301475e-28
no_control,1058,0.11618,0.0,0.0,0.0,0,0.8904866749060322,0.31835275329811263,0.9459620110569513,0.002363943664300517,0.9402152709502479,1.2625342601490748,0.5809,3.1201026523301475e-28
no_control,1059,0.11932172177414774,3.141721774147737e-05,0.12083333333333324,0.0,1,0.8905773341524775,0.40500530269274043,1.028401917036063,0.002411248756506944,0.9402152709502479,1.2636960022891852,0.5809,3.1201026523301475e-28
no_control,1060,0.127658946008776,0.00011478946008776006,0.11083333333333323,0.0,1,0.8907504482121614,0.5225743500417329,1.0573338296054418,0.0017171323716140096,0.9402152709502479,1.2589741494885331,0.5809,3.1201026523301475e-28
no_control,1061,0.3201052450630202,0.0020392524506302016,0.48583333333333323,0.0,1,0.8905851786203873,0.4356464686551205,1.113964998141441,0.0020806943360975037,0.9402152709502479,1.2631099140940458,0.5809,3.1201026523301475e-28
no_control,1062,0.11643592819328168,2.5592819328167595e-06,0.03916666666666657,0.0,1,0.8905999933764308,0.4574137814724073,1.0141081605877469,0.0016651801177347664,0.9402152709502479,1.2614964153736703,0.5809,3.1201026523301475e-28
no_control,1063,1.2148417946296635,0.010986617946296635,0.5874999999999999,0.0,1,0.8909482039523217,0.5403980407756616,1.2345358674931866,0.002135621509405325,0.9402152709502479,1.2542753208589934,0.5809,3.1201026523301475e-28
no_control,1064,0.1421280333320582,0.0002594803333205821,0.3041666666666666,0.0,1,0.8904591450883813,0.38420974619736936,1.0515814848711038,0.0018563253913180015,0.9402152709502479,1.2661422181366542,0.5809,3.1201026523301475e-28
no_control,1065,0.1667984060826816,0.0005061840608268157,0.1891666666666666,0.0,1,0.8908610816614241,0.5447533705024616,1.0938370080989535,0.0017155711236599713,0.9402152709502479,1.2560516368501895,0.5809,3.1201026523301475e-28
